index,total_in_score,total_out_score,id,title,abstract
105,0,0,3003,Clashes and Diplomatic Tensions (23 vertices),"ניר דבורימסתערבי מג""ב איו""ש, שב""כ ולוחמי צה""ל במילואים עצרו את אחד מראשי התשתית הצבאית של ארגון הטרור חמאס בג'נין, המחבל עומר פאיד. פאיד היה מעורב לאחרונה בכמה פיגועי ירי לעבר כוחות צה""ל ותכנן לבצע פיגועים נוספים. שני לוחמים נפצעו קל מרסיסים ופונו לקבלת טיפול רפואי בבית חולים. משפחותיהם עודכנו@N12chat"
106,0,0,3275,Clashes and Diplomatic Tensions (23 vertices),"אסף רוזנצוייגבבריטניה מדווחים: המלך צ'ארלס, שהחל טיפולים נגד סרטן, יערוך את שיחת העדכון השבועית שלו עם ראש הממשלה רישי סונאק בטלפון במקום בפגישה בארבע עיניים@N12chat"
107,0,0,3430,Clashes and Diplomatic Tensions (23 vertices),צבע אדום בדקות האחרונות גם בצפון וגם באשקלון במקביל.
108,0,0,3900,Clashes and Diplomatic Tensions (23 vertices),"דסק החוץנשיא איראן ראיסי בפגישה עם פוטין: ""רצח עם מתרחש בעזה, עצוב שהפשעים נתמכים על ידי ארצות הברית והמערב""@N12chat"
109,0,0,4125,Clashes and Diplomatic Tensions (23 vertices),סוכנות הידיעות הסורית הרשמית: הדי התפוצצויות נשמעים באזור תדמור במחוז חומס - טיבם נבדק כעת.  כדי להגיב לכתבה לחצו כאן	ערוצים סורים לא רשמיים מדווחים על תקיפה ישראלית על אתרים של המיליציות הפרו איראניות באזור תדמור במחוז חומס בסוריה.כדי להגיב לכתבה לחצו כאן
110,1,0,4203,Clashes and Diplomatic Tensions (23 vertices),"תקיפות של מטוסי קרב ישראלים באזור חדאת'א בדרום לבנון.בנוסף כטב""מ ישראלי תקף לפני זמן קצר במארון א-ראס.כדי להגיב לכתבה לחצו כאן"
111,1,0,4212,Clashes and Diplomatic Tensions (23 vertices),נסראללה מודה ששבעת פעילי חזבאללה נהרגו כתוצאה מהתקיפה הישראלית בסוריה.
112,0,0,4340,Clashes and Diplomatic Tensions (23 vertices),ירון אברהםגורם מדיני: אם חמאס יעביר עד חצות 20 שמות חטופים שישחרר - נאריך את ההפוגה ביומיים@N12chat
113,100,0,4424,Clashes and Diplomatic Tensions (23 vertices),"ניר דבוריהותר לפרסום: 5 חיילים נפלו בקרבות בעזה  - ביניהם סמל מאור כהן איזנקוט, אחיינו של השר גדי איזנקוט, בן 19 מאילת. ארבעת החללים הנוספים: רס""ר (במיל') ליאב אטיה, בן 25 מבאר שבע; רס""ר (במיל') עמרי בן שחר, בן 25 מגבעתיים; סמ""ר יונתן דין חיים, בן 25 מרמת גן. סמ""ר חיים מאיר עדן, בן 20 מרחובות נפטר מפצעיו לאחר שנפצע ב-7 באוקטובר באורח קשה@N12chat"
114,1,0,4579,Clashes and Diplomatic Tensions (23 vertices),"ניר דבורי📝דובר צה""ל: הלחימה בצפון ובמרכז הרצועה נמשכת – עשרות מחבלי חמאס חוסלו ביממה האחרונה, הלוחמים פושטים על תשתיות טרור@N12chat"
115,0,0,4689,Clashes and Diplomatic Tensions (23 vertices),"ענבר טויזרשרפה פרצה הלילה במאהל משפחות הנרצחים והחטופים מול הכנסת בירושלים; במשטרה נבדק חשד להצתה - אין נפגעים באירוע, נזק נגרם למאהל. צילום: מאהל משפחות הנרצחים והחטופים@N12chat"
116,0,0,4770,Clashes and Diplomatic Tensions (23 vertices),"ניצן שפיראהרמטכ""ל ל-N12: ""משפרים את התוכניות לפעולה צבאית ברפיח, נדע לחזור להילחם אחרי הפסקת אש""@N12chat"
117,0,0,4921,Clashes and Diplomatic Tensions (23 vertices),"ניר דבוריצה""ל והשב""כ מאשרים: מנהל שיפא נעצר לחקירה, נחשפו עדויות שביה""ח שימש כמפקדת טרור@N12chat"
118,0,0,4997,Clashes and Diplomatic Tensions (23 vertices),"נשיא ונצואלה, ניקולס מאדורו:אני רואה שהרבה אנשים עצבניים מנסים לגרום לטראמפ לנקום בוונצואלה..###ממה מאדורו👆חושש כל כך😁?כדי להגיב לכתבה לחצו כאן"
119,0,0,30,Conflict Escalates in Gaza (372 vertices),תיעוד נוסף ג'בשית.... נתפס לצלם האלללה.. (רמקולים)כדי להגיב לכתבה לחצו כאן
120,0,0,61,Conflict Escalates in Gaza (372 vertices),"מעיין פרתיחברת ""פרימיום"" הודיעה לרשתות השיווק כי תעלה מחירים החל מ-1 במאי. החברה משווקת ומייבאת מוצרי נוטלה, קינדר , פררו רושה, טיק טק ורפאלו. העלייה בשיעור של 6%@N12chat"
121,0,0,89,Conflict Escalates in Gaza (372 vertices),"ניצן שפיראטל אמנו, בתה של אלמה סיפרה במסיבת עיתונאים כי ""חיכינו לאימא שלי 52 יום. היא אישה בת 84. סבתא. סבתא רבא. אישה שמחה ואופטימית. היא תפקדה לבד בבית, הייתה עצמאית. נכון, יש לה מחלות רקע.כל המחלות שלה היו מאוזנות"". היא הוסיפה כי ""הפקירו את אימא שלי מבחינה בריאותית. לאימא שלי לא הגיע לחזור כך. זו הייתה הזנחה משך כל תקופת השהייה. היא לא קיבלה תרופות מצילות חיים""@N12chat"
122,0,0,90,Conflict Escalates in Gaza (372 vertices),"""האקדח המעשן"":בבית החולים שיפאא' נחשפו תשתיות טרור, פיר מנהור מבצעי ורכב שהוכן לטבח ב-7/10 ובו אמצעי לחימה רבים"
123,2,0,100,Conflict Escalates in Gaza (372 vertices),בכיר החמאס אסאמה חמדאן:נכון לרגע זה לא ניתן לומר שהגענו להסכם. אנחנו עדיין בהתחלה.כדי להגיב לכתבה לחצו כאן
124,0,0,108,Conflict Escalates in Gaza (372 vertices),"גיא ורון📝בית הלל ככל הנראה מדובר בטיל נ""ט. בוצע ירי לאזור הר דב@N12chat"
125,2,0,112,Conflict Escalates in Gaza (372 vertices),שכונת רמאל בעיר עזה... הנוף מהמרפסת של אחד הבתיםכדי להגיב לכתבה לחצו כאן
126,0,0,132,Conflict Escalates in Gaza (372 vertices),זה אירוע דרמטי!!
127,0,0,140,Conflict Escalates in Gaza (372 vertices),השינויים שעוברים על סוריה...
128,1,0,172,Conflict Escalates in Gaza (372 vertices),אני רק אזכיר לא-סיסי את הדיווח הזה 👆 מה 14.10
129,0,0,174,Conflict Escalates in Gaza (372 vertices),"ניצן שפיראעיריית שדרות: 5 רקטות נורו לעבר שדרות, 3 יורטו מעל העיר. אין נפגעים בגוף ולא נגרם נזק לרכוש<br />@N12chat"
130,0,0,184,Conflict Escalates in Gaza (372 vertices),"דסק החוץ📝עוד עולה מהדיווח של ה-CNN כי האמריקנים צפויים לבקש מישראל להתקדם לשלב הבא של המלחמה, לחימה בעצימות נמוכה. ""ארה""ב עדיין לא ראתה מעבר כזה"", כך לפי הגורם האמריקני@N12chat"
131,1,0,187,Conflict Escalates in Gaza (372 vertices),"נסראללה: מי שמנהל את המלחמה בעזה זו ארה""ב. לכן צריך ללחוץ שם."
132,1,0,199,Conflict Escalates in Gaza (372 vertices),נסראללה:כתוצאה מכך האויב שוקל מאוד את צעדיו.
133,1,0,200,Conflict Escalates in Gaza (372 vertices),"עזתיים ממהרים הביתה... אחרי שבזזו את מחסני אונר""א בח'אן יונס (דרום הרצועה)."
134,0,0,201,Conflict Escalates in Gaza (372 vertices),מטח לעבר אשקלון - צבע אדום ראשון מאז אתמול ב 21:00. כמעט 15 שעות ללא שיגורים
135,0,0,211,Conflict Escalates in Gaza (372 vertices),"מיכל פעילןסקוטר בראון, מבכירי תעשיית המוזיקה הבין-לאומית, בעצרת למען החטופים בת""א: ""כשהגעתי לארץ מצאתי אנשים מלאים בתקווה, אומץ ונחישות. זה גורם לי להאמין שהחטופים יחזרו הביתה ועכשיו. הם צריכים לחזור עכשיו. אנחנו עם אחד מאוחד, זה מורגש בכל העולם. אנחנו נצעק שעם ישראל חי""@N12chat"
136,0,0,212,Conflict Escalates in Gaza (372 vertices),°תוכן שיווקי
137,0,0,217,Conflict Escalates in Gaza (372 vertices),תקיפה ישראלית כעת ליד ראמיה בדרום לבנון.כדי להגיב לכתבה לחצו כאן
138,0,0,269,Conflict Escalates in Gaza (372 vertices),קנדה: הפגנה אנטי ישראלית בטורונטו.כדי להגיב לכתבה לחצו כאן
139,1,0,327,Conflict Escalates in Gaza (372 vertices),עיתונאים עזתיים מדווחים מצפון הרצועה: מחנה הפליטים ג'באליא מכותר מכל עבריו. התקיפות אינן פוסקות. הבתים קורסים על ראשי דריהם. מערכת הבריאות במקום קרסה והיא אינה מתפקדת.
140,0,0,328,Conflict Escalates in Gaza (372 vertices),"מבזקן 12רופא שיניים תושב אזור השרון נעצר סמוך לבסיס צבאי בחשד שצילם מטוסים צבאיים והתבטא בצורה מאיימת במקום. בסיום חקירתו נכלא החשוד, והוא יובא בהמשך היום לדיון בבית המשפט בבקשה להאריך את מעצרו@N12chat"
141,1,0,338,Conflict Escalates in Gaza (372 vertices),אסף רוזנצוייגלשר החוץ התאילנדי יתלווה גם מפקד צבא תאילנד@N12chat
142,0,0,344,Conflict Escalates in Gaza (372 vertices),"דרום לבנון: צה""ל תוקף בכפר מג'דל זון."
143,2,0,352,Conflict Escalates in Gaza (372 vertices),שלל תמונות לפני ואחרי ברצועה... לחובבי הז'אנר.כדי להגיב לכתבה לחצו כאן
144,0,0,353,Conflict Escalates in Gaza (372 vertices),"מבזקן 12רס""ם (במיל') עקיבא יסינסקי ז""ל, בן 35 מרמת גן, לוחם בחטיבת ""עציוני"", נפל בקרב במרכז הרצועה@N12chat"
145,2,0,391,Conflict Escalates in Gaza (372 vertices),יציאת ח'אן יונס...עומסים בדרך החוף דרומה.כדי להגיב לכתבה לחצו כאן
146,0,0,392,Conflict Escalates in Gaza (372 vertices),התקיפה הקודמת בבחדליה היתה ב 10.12👆
147,0,0,410,Conflict Escalates in Gaza (372 vertices),"דפנה ליאלאשירה גרינברג, אלמנתו של סא""ל תומר גרינברג: ""היית אבא למופת, אבא של ארבלי והיית האיש שלי. גדוד 13 לא יישבר לעולם. תבוא לבקר אותי""@N12chat"
148,2,0,435,Conflict Escalates in Gaza (372 vertices),בניין בנק פלסטין בעיר עזה... לפני ואחריכדי להגיב לכתבה לחצו כאן
149,0,0,460,Conflict Escalates in Gaza (372 vertices),רצועת עזה: מתפנים דרומה על ציר צלאח א-דין.... לא שוכחים לקחת את התוכים.כדי להגיב לכתבה לחצו כאן
150,0,0,461,Conflict Escalates in Gaza (372 vertices),"זמן קצר אחרי.. ד""ר ויטליבנה כבר מכינה סיר אוכל על האש...User sent a document"
151,0,0,478,Conflict Escalates in Gaza (372 vertices),רפיח: לינת עקורים בקומות... כדי להקל על הצפיפות.
152,0,0,483,Conflict Escalates in Gaza (372 vertices),תיעוד רשמי איראני של שיגור הטילים לעבר ארביל.כדי להגיב לכתבה לחצו כאן
