id,abstract,label,text_label,summary
328,"GREAT WESTERN FINANCIAL &lt;GWF> UNIT BUYS BANKS
  Great Western Financial
  Corp's subsidiary Great Western Bank said it will purchase
  three retail banking branches in south Florida with total
  deposits of 90 mln dlrs.
      Great Western said it will purchase branches in Deerfield
  Beach and Hollywood with approximately 80 mln dlrs in deposits
  from Guardian Savings and Loan Association, and one in Palm
  Beach with approximately 10 mln in deposits from Goldome
  Savings Bank.
  

",[3],['acq'],"GREAT WESTERN FINANCIAL &lt;GWF> UNIT BUYS BANKS
  Great Western Financial
  Corp's subsidiary Great Western Bank said it will purchase
  three retail banking branches in south Florida with total
  deposits of 90 mln dlrs.
      Great Western said it will purchase branches in Deerfield
  Beach and Hollywood with approximately 80 mln dlrs in deposits
  from Guardian Savings and Loan Association, and one in Palm
  Beach with approximately 10 mln in deposits from Goldome
  Savings Bank.
  

"
329,"CCC ACCEPTS EXPORT BONUS FOR WHEAT TO SRI LANKA
  The U.S. Agriculture Department said
  it has accepted a bid for an export bonus to cover the sale of
  50,000 tonnes of hard red winter wheat to Sri Lanka.
      A bonus of 37.44 dlrs per tonne was awarded to Continental
  Grain Co on the shipment scheduled for April 8-16, Melvin Sims,
  USDA general sales manager said.
      An additional 10,000 tonnes of wheat are still available to
  Sri Lanka under the export enhancement program, Sims said.
  

","[39, 19]","['grain', 'wheat']","CCC ACCEPTS EXPORT BONUS FOR WHEAT TO SRI LANKA
  The U.S. Agriculture Department said
  it has accepted a bid for an export bonus to cover the sale of
  50,000 tonnes of hard red winter wheat to Sri Lanka.
      A bonus of 37.44 dlrs per tonne was awarded to Continental
  Grain Co on the shipment scheduled for April 8-16, Melvin Sims,
  USDA general sales manager said.
      An additional 10,000 tonnes of wheat are still available to
  Sri Lanka under the export enhancement program, Sims said.
  

"
330,"DANISH FEBRUARY CONSUMER PRICES FALL 0.1 PCT
  Consumer prices fell 0.1 pct in
  February, after a rise of 0.2 pct in January and no change in
  February 1986, the National Statistics Office said.
      The index, base 1980, fell to 154.5 in February from 154.6
  in January, against 147.4 in February 1986, giving a
  year-on-year increase of 4.8 pct.
  

",[9],['cpi'],"DANISH FEBRUARY CONSUMER PRICES FALL 0.1 PCT
  Consumer prices fell 0.1 pct in
  February, after a rise of 0.2 pct in January and no change in
  February 1986, the National Statistics Office said.
      The index, base 1980, fell to 154.5 in February from 154.6
  in January, against 147.4 in February 1986, giving a
  year-on-year increase of 4.8 pct.
  

"
331,"MEMORY PROTECTION &lt;MPDI> SEES BOGEN CLOSING
  Memory Protection Devices Inc said it
  expects to close the previously announced acquisition of the
  assets and liabilities of Bogen, a division of &lt;Lear Siegler
  Inc>, on April one.
      Memory Protection Devices said it received a senior loan
  commitment letter as well as the requisite waiver under the New
  Jersey Environmental Control Reclamation Act, both of which are
  necessary to complete the acquisition. It declined to provide
  further details.
  

",[3],['acq'],"MEMORY PROTECTION &lt;MPDI> SEES BOGEN CLOSING
  Memory Protection Devices Inc said it
  expects to close the previously announced acquisition of the
  assets and liabilities of Bogen, a division of &lt;Lear Siegler
  Inc>, on April one.
      Memory Protection Devices said it received a senior loan
  commitment letter as well as the requisite waiver under the New
  Jersey Environmental Control Reclamation Act, both of which are
  necessary to complete the acquisition. It declined to provide
  further details.
  

"
332,"AEP INDUSTRIES INC &lt;AEPI> 1ST QTR JAN 31 NET
  Shr 19 cts vs 32 cts
      Net 586,000 vs 802,000
      Sales 14.2 mln vs 15.1 mln
      Avg shrs 3,006,372 vs 2,506,250
  

",[41],['earn'],"AEP INDUSTRIES INC &lt;AEPI> 1ST QTR JAN 31 NET
  Shr 19 cts vs 32 cts
      Net 586,000 vs 802,000
      Sales 14.2 mln vs 15.1 mln
      Avg shrs 3,006,372 vs 2,506,250
  

"
333,"H AND R BLOCK &lt;HRB> SEES GAINS FROM TAX REFORM
  With the April 15 tax return deadline
  less than a month away, confused taxpayers will be converging
  on H and R Block Inc's offices to interpret the new tax codes.
      Financial results for the nation's largest tax preparer are
  expected to be good in fiscal 1987 but next year could be a
  ""bonanza,"" analysts say.
      ""For the short term the key word is confusion, Block Vice
  President Tom Bloch said in an interview. ""When Congress
  drastically changes laws, confusion results and tax preparers
  benefit,"" Bloch said.
      ""Next year, when taxpayers take the new forms and place
  them side by side to compare them, more people will throw their
  hands up and say 'I'm going to get help,'"" he said.
  ""Tax forms will look very different next year,"" he added.
      Kidder Peabody analyst Herbert Buchbinder expects Block's
  fiscal 1987 year (to end April 30) to show good gains over
  fiscal 1986 earnings of 60.1 mln dlrs or 2.41 dlrs a share on
  revenues of 606.7 mln dlrs. He estimates Block's fiscal 1987
  earnings at 2.75 to 2.80 dlrs.
      ""Next year, Block could have a bonanza,"" Buchbinder said.
  Based on estimates of a larger work force, Block could show a
  gain of more than five pct in tax forms prepared, he said. In
  the 1986 tax season, Block prepared 9,215,300 U.S. tax returns,
  up 1.5 pct over the previous year.
      The Internal Revenue Service estimates about 100 mln
  individual income tax returns will be filed for the 1987 tax
  season, up from last year's 94 mln forms. Professional tax
  preparers accounted for just over 43 million forms, according
  to the IRS.
      For the longer term, while confusion will continue to bring
  clients into Block's 8,866 tax preparation offices worldwide,
  there are some changes in the act that will have a negative
  effect, Bloch conceded.
      Certain changes in filing requirements will shorten the tax
  return, and in some cases, simplify the form, he noted. In
  addition, some low income wage earners will be taken off the
  tax rolls, he said.
      Block is currently analyzing its price structure to try to
  offset some of the negatives. Last tax season, the average cost
  for each return in the U.S. amounted to 48.05 dlrs and 45.73
  dlrs worldwide, Bloch said. This tax season, rates will be up
  about three or four pct, in line with the inflation rate, he
  said.
      Block expects ""some expansion"" this tax season of its
  electronic filing system which directly feeds into the IRS and
  can speed up the refund process. Block can choose where and by
  how much it wants to expand into the seven cities made
  available for the direct filing by the IRS, Bloch noted.
      The IRS estimates about 90,000 returns will be directly
  filed this tax season, up from the 26,000 returns injected in
  the 1986 tax season.
      First Kansas City analyst Jonathan Braatz said that Block
  will benefit greatly from lower tax rates in fiscal 1988.
      Braatz expects Block's advertising budget to be about the
  same as last year which will be helped a bit by lower costs for
  television ads. ""They may get a little more bang for their
  buck,"" he said.
      He estimates Block has about 150 mln dlrs cash on its
  balance sheet sheet, and says if interest rates rise it could
  be of great benefit to them.
  

",[41],['earn'],"H&R Block, the nation's largest tax preparer, is expected to see gains from the new tax reform, with analysts predicting good financial results for fiscal 1987 and a potential ""bonanza"" in 1988. The company's vice president, Tom Bloch, attributes this to the confusion surrounding the new tax codes, which will likely drive more people to seek professional help. The Internal Revenue Service estimates 100 million individual income tax returns will be filed for the 1987 tax season, with professional tax preparers handling over 43 million forms. While some changes in the tax act may have a negative impact on H&R Block, the company is analyzing its pricing and expanding its electronic filing system to offset these effects. The company is also expected to benefit from lower tax rates and increased advertising efficiency in the next fiscal year."
334,"UNITIL CORP &lt;UTL> 4TH QTR NET
  Shr 79 cts vs 72 cts
      Net 581,915 vs 536,040
      Revs 13.9 mln vs 13.3 mln
      Year
      Shr 3.28 dlrs vs 3.21 dlrs
      Net 2,413,407 vs 2,360,048
      Revs 54.9 mln vs 54.2 mln
  

",[41],['earn'],"UNITIL CORP &lt;UTL> 4TH QTR NET
  Shr 79 cts vs 72 cts
      Net 581,915 vs 536,040
      Revs 13.9 mln vs 13.3 mln
      Year
      Shr 3.28 dlrs vs 3.21 dlrs
      Net 2,413,407 vs 2,360,048
      Revs 54.9 mln vs 54.2 mln
  

"
335,"ALLEGHENY &lt;AG> OFFICERS TO RUN COMPANY
  Allegheny International Inc said its
  chairman and chief operating officer will remain in their
  positions following the merger of the company with an affiliate
  of First Boston Corp.
     ""It is expected that Oliver S. Travers will continue as
  chairman, president and Chief executive officer, and Thomas J.
  Albani will continue as chief operating officer,"" said an
  Allegheny spokesman.
      Allegheny today said it agreed to a buyout from First
  Boston at 24.60 dlrs per share. The transaction was valued at
  500 mln dlrs. Its stock rose 8-5/8 to 24 in active trading.
  

",[3],['acq'],"ALLEGHENY &lt;AG> OFFICERS TO RUN COMPANY
  Allegheny International Inc said its
  chairman and chief operating officer will remain in their
  positions following the merger of the company with an affiliate
  of First Boston Corp.
     ""It is expected that Oliver S. Travers will continue as
  chairman, president and Chief executive officer, and Thomas J.
  Albani will continue as chief operating officer,"" said an
  Allegheny spokesman.
      Allegheny today said it agreed to a buyout from First
  Boston at 24.60 dlrs per share. The transaction was valued at
  500 mln dlrs. Its stock rose 8-5/8 to 24 in active trading.
  

"
336,"MCA INC &lt;MCA> SETS REGULAR QTRLY PAYOUT
  Qtrly div 17 cts vs 17 cts prior
      Pay April 13
      Record March 25
  

",[41],['earn'],"MCA INC &lt;MCA> SETS REGULAR QTRLY PAYOUT
  Qtrly div 17 cts vs 17 cts prior
      Pay April 13
      Record March 25
  

"
337,"RABBIT SOFTWARE &lt;RABT> TO MAKE ACQUISITION
  Rabbit Software Corp said it has
  agreed in principle to acquire privately-held communications
  hardware maker Micro Plus II Corp for about two mln common
  shares, with closing expected by May.
  

",[3],['acq'],"RABBIT SOFTWARE &lt;RABT> TO MAKE ACQUISITION
  Rabbit Software Corp said it has
  agreed in principle to acquire privately-held communications
  hardware maker Micro Plus II Corp for about two mln common
  shares, with closing expected by May.
  

"
338,"BRAZIL CROP WEATHER SUMMARY -- USDA/NOAA
  Wet weather covered Rio Grande do
  Sul, Brazil in the week ended March 14, benefitting soybeans
  which are mostly setting to filling pods, the Joint
  Agricultural weather Facility of the U.S. Agriculture and
  Commerce Departments said.
      In its International Weather and Crop Summary, the agency
  said minimal precipitation covered soybean areas in Santa
  Catarina, Parana, and southern Matto Grosso do Sul.
      Adequate soil moisture in these areas met crop moisture
  demands, reducing the potential for crop stress, it said.
      The agency said February precipitation was above normal
  over most soybean areas of Brazil.
      Weekly temperatures were below normal, it said.
  

","[60, 70]","['soybean', 'oilseed']","BRAZIL CROP WEATHER SUMMARY -- USDA/NOAA
  Wet weather covered Rio Grande do
  Sul, Brazil in the week ended March 14, benefitting soybeans
  which are mostly setting to filling pods, the Joint
  Agricultural weather Facility of the U.S. Agriculture and
  Commerce Departments said.
      In its International Weather and Crop Summary, the agency
  said minimal precipitation covered soybean areas in Santa
  Catarina, Parana, and southern Matto Grosso do Sul.
      Adequate soil moisture in these areas met crop moisture
  demands, reducing the potential for crop stress, it said.
      The agency said February precipitation was above normal
  over most soybean areas of Brazil.
      Weekly temperatures were below normal, it said.
  

"
