abstract,creation_time,channel_name,platform_type,id,summary
"הפלסטינים מדווחים שכוחות צה""ל ביקרו הלילה בבני נעים(נפת חברון) בבתי המחבלים שביצעו את הפיגוע ברעננה השבוע ומדדו אותם לקראת הריסה מתוכננת.כדי להגיב לכתבה לחצו כאן",2024-01-17 06:35:30+00:00,abualiexpress,telegram,53,"הפלסטינים מדווחים שכוחות צה""ל ביקרו הלילה בבני נעים(נפת חברון) בבתי המחבלים שביצעו את הפיגוע ברעננה השבוע ומדדו אותם לקראת הריסה מתוכננת.כדי להגיב לכתבה לחצו כאן"
"דסק החוץ📝מחאות חקלאים משבשות את העבודה במפעל פולקסווגן - כך דיווח דובר חברת הרכבים לעיתון ""בילד"" הגרמני. החקלאים שיבשו את הדרכים ופתחו במחאות נרחבות באזור המפעל בתגובה על התוכניות לביטול הסבסוד@N12chat",2024-01-10 05:08:51+00:00,N12chat,telegram,54,"דסק החוץ📝מחאות חקלאים משבשות את העבודה במפעל פולקסווגן - כך דיווח דובר חברת הרכבים לעיתון ""בילד"" הגרמני. החקלאים שיבשו את הדרכים ופתחו במחאות נרחבות באזור המפעל בתגובה על התוכניות לביטול הסבסוד@N12chat"
"יונה לייבזוןשר החוץ של ארה""ב אנתוני בלינקן בהצהרת הזדהות עם החטופים לציון 100 ימים בשבי: ""14 בינואר מציין 100 ימי שבי עבור יותר מ-130 בני אדם, כולל 6 אמריקנים, שנלקחו כבני ערובה על ידי חמאס במהלך המתקפה האכזרית שלו על ישראל ב-7 באוקטובר. זה לא אפשרי עבורנו להבין מה הם חוו במהלך 100 הימים האלו, אך נפגשתי עם רבים ממשפחותיהם ומסרתי מסר ברור: 'ארצות הברית איתכם ולא ננוח עד שתתאחדו עם יקיריכם'. אנו ממשיכים לעבוד מסביב לשעון כדי להבטיח את שחרורו של כל בן ערובה""@N12chat",2024-01-15 00:29:47+00:00,N12chat,telegram,55,"יונה לייבזוןשר החוץ של ארה""ב אנתוני בלינקן בהצהרת הזדהות עם החטופים לציון 100 ימים בשבי: ""14 בינואר מציין 100 ימי שבי עבור יותר מ-130 בני אדם, כולל 6 אמריקנים, שנלקחו כבני ערובה על ידי חמאס במהלך המתקפה האכזרית שלו על ישראל ב-7 באוקטובר. זה לא אפשרי עבורנו להבין מה הם חוו במהלך 100 הימים האלו, אך נפגשתי עם רבים ממשפחותיהם ומסרתי מסר ברור: 'ארצות הברית איתכם ולא ננוח עד שתתאחדו עם יקיריכם'. אנו ממשיכים לעבוד מסביב לשעון כדי להבטיח את שחרורו של כל בן ערובה""@N12chat"
הוושינגטון פוסט מפי בכיר אמריקאי: ישראל עומדת מאחורי החיסול בלבנון..#שטינקרכדי להגיב לכתבה לחצו כאן,2024-01-02 17:45:45+00:00,abualiexpress,telegram,56,הוושינגטון פוסט מפי בכיר אמריקאי: ישראל עומדת מאחורי החיסול בלבנון..#שטינקרכדי להגיב לכתבה לחצו כאן
"ספיר ליפקיןחיזבאללה הודיע על מחבל נוסף שנהרג, ה-174 מתחילת המלחמה@N12chat",2024-01-28 20:10:51+00:00,N12chat,telegram,57,"ספיר ליפקיןחיזבאללה הודיע על מחבל נוסף שנהרג, ה-174 מתחילת המלחמה@N12chat"
"משרד הבריאות הפלסטיני בעזה:142 הרוגים ביממה האחרונה ברצועה.24,762 הרוגים מתחילת המלחמה. יותר מ 62 אלף פצועים.",2024-01-19 12:19:01+00:00,abualiexpress,telegram,58,"משרד הבריאות הפלסטיני בעזה:142 הרוגים ביממה האחרונה ברצועה.24,762 הרוגים מתחילת המלחמה. יותר מ 62 אלף פצועים."
דנה ויסקבינט המלחמה יערוך הערב דיון טלפוני לאישור מסמך העקרונות שנסגר בפסגת פריז@N12chat,2024-02-24 16:17:22+00:00,N12chat,telegram,59,דנה ויסקבינט המלחמה יערוך הערב דיון טלפוני לאישור מסמך העקרונות שנסגר בפסגת פריז@N12chat
עמליה דואקהריבית ללא שינוי@N12chat,2023-11-27 14:17:22+00:00,N12chat,telegram,60,עמליה דואקהריבית ללא שינוי@N12chat
"דפנה ליאלדיון ביטחוני בנוכחות רה""מ נתניהו עם חברי קבינט המלחמה בקריה בתל אביב. צילום: קובי גדעון, לע״מ@N12chat",2023-11-23 21:41:26+00:00,N12chat,telegram,61,"דפנה ליאלדיון ביטחוני בנוכחות רה""מ נתניהו עם חברי קבינט המלחמה בקריה בתל אביב. צילום: קובי גדעון, לע״מ@N12chat"
(רמקולים) תושב לבנוני שנוסע ברכבו המום מהמצב בכביש ואומר: אני לא מבין אם הים שם או כאן. הים הפך להיות בכביש?הוא שואל במבטא לבנוני כבד: שו הדא? (תרגום:מה זה?)כדי להגיב לכתבה לחצו כאן,2023-12-23 07:14:31+00:00,abualiexpress,telegram,62,(רמקולים) תושב לבנוני שנוסע ברכבו המום מהמצב בכביש ואומר: אני לא מבין אם הים שם או כאן. הים הפך להיות בכביש?הוא שואל במבטא לבנוני כבד: שו הדא? (תרגום:מה זה?)כדי להגיב לכתבה לחצו כאן
"אסף רוזנצוייגבאיראן מפרסמים תיעוד נוסף של רזי מוסווי שחוסל אתמול בסוריה יחד עם מזכ""ל חיזבאללה נסראללה@N12chat",2023-12-26 12:00:06+00:00,N12chat,telegram,63,"אסף רוזנצוייגבאיראן מפרסמים תיעוד נוסף של רזי מוסווי שחוסל אתמול בסוריה יחד עם מזכ""ל חיזבאללה נסראללה@N12chat"
דפנה ליאללאחר 55 ימים בשבי חמאס: המפגש הראשון והמרגש של מייה שם עם אימה בבסיס חצרים@N12chat,2023-11-30 18:07:47+00:00,N12chat,telegram,64,דפנה ליאללאחר 55 ימים בשבי חמאס: המפגש הראשון והמרגש של מייה שם עם אימה בבסיס חצרים@N12chat
"קצת מהנעשה במחנה הפליטים ג'נין בשעות אלה. מעצרים, דחפורים, כניעת מבוקשים.כדי להגיב לכתבה לחצו כאן",2023-12-12 11:21:10+00:00,abualiexpress,telegram,65,"קצת מהנעשה במחנה הפליטים ג'נין בשעות אלה. מעצרים, דחפורים, כניעת מבוקשים.כדי להגיב לכתבה לחצו כאן"
"הודעה משותפת לדובר צה""ל ודוברות שב״כ:גופתו של החטוף אופיר צרפתי ז״ל אותרה בימים האחרונים על ידי כוח משותף של צה""ל ושב״כ ברצועת עזה, והובאה לישראל.לאחר הליך זיהוי שבוצע על ידי גורמי רפואה ורבנות צבאיים, יחד עם המכון לרפואה משפטית ומשטרת ישראל, הודיעו ביום ד׳ (29.11.23), נציגי צה״ל ומשטרה למשפחתו של אופיר צרפתי ז״ל שנחטף ביום שבת ה-7.10.23 מאזור המסיבה ברעים, על קביעת מותו.אנו משתתפים בצער המשפחה.המשימה הלאומית שעומדת לנגד עינינו היא איתור והשבת החטופות והחטופים הביתה. צה״ל ושב""כ פועלים באופן צמוד ובתיאום מלא עם הגופים הלאומיים והביטחוניים הרלוונטיים, ולא נרפה עד להשלמת משימה זו.כדי להגיב לכתבה לחצו כאן",2023-12-01 16:16:52+00:00,abualiexpress,telegram,66,"הודעה משותפת לדובר צה""ל ודוברות שב״כ:גופתו של החטוף אופיר צרפתי ז״ל אותרה בימים האחרונים על ידי כוח משותף של צה""ל ושב״כ ברצועת עזה, והובאה לישראל.לאחר הליך זיהוי שבוצע על ידי גורמי רפואה ורבנות צבאיים, יחד עם המכון לרפואה משפטית ומשטרת ישראל, הודיעו ביום ד׳ (29.11.23), נציגי צה״ל ומשטרה למשפחתו של אופיר צרפתי ז״ל שנחטף ביום שבת ה-7.10.23 מאזור המסיבה ברעים, על קביעת מותו.אנו משתתפים בצער המשפחה.המשימה הלאומית שעומדת לנגד עינינו היא איתור והשבת החטופות והחטופים הביתה. צה״ל ושב""כ פועלים באופן צמוד ובתיאום מלא עם הגופים הלאומיים והביטחוניים הרלוונטיים, ולא נרפה עד להשלמת משימה זו.כדי להגיב לכתבה לחצו כאן"
אור רבידדניאל ואמיליה אלוני מגיעות לעירן יבנה - ומתקבלות עם דגלים ובהתרגשות גדולה@N12chat,2023-11-26 12:10:35+00:00,N12chat,telegram,67,אור רבידדניאל ואמיליה אלוני מגיעות לעירן יבנה - ומתקבלות עם דגלים ובהתרגשות גדולה@N12chat
תיעוד האתר שהותקף בצור לפני זמן קצר.,2024-11-12 16:59:34+00:00,abualiexpress,telegram,68,תיעוד האתר שהותקף בצור לפני זמן קצר.
"דובר צה""ל מפרסם תיעוד של תקיפת חוליית המחבלים בטולכרם באמצעות כטב""מ.זה אולי שיגרתי בעזה אבל באיו""ש זה אירוע נדיר במיוחדכדי להגיב לכתבה לחצו כאן",2023-11-14 08:07:48+00:00,abualiexpress,telegram,69,"דובר צה""ל מפרסם תיעוד של תקיפת חוליית המחבלים בטולכרם באמצעות כטב""מ.זה אולי שיגרתי בעזה אבל באיו""ש זה אירוע נדיר במיוחדכדי להגיב לכתבה לחצו כאן"
ספיר ליפקיןדיווח באל-ג'זירה: ויסאם א-טויל הוא מפקד השטח הבולט ביותר של חיזבאללה שישראל חיסלה מאז תחילת המלחמה@N12chat,2024-01-08 12:49:29+00:00,N12chat,telegram,70,ספיר ליפקיןדיווח באל-ג'זירה: ויסאם א-טויל הוא מפקד השטח הבולט ביותר של חיזבאללה שישראל חיסלה מאז תחילת המלחמה@N12chat
"מבזקן 12📝ירושלים: אישה כבת 30 במצב קשה בעקבות שרפה שפרצה בבניין מגורים בשועפאט. צוות מד""א פינה אותה לבית החולים הדסה עין כרם. פרמדיק של מד""א פאדי דקיק סיפר: ""כשהגענו למקום ראינו להבות ועשן שיוצאים מהבניין, לא היה ניתן להתקרב. כוחות הכיבוי חילצו 4 נפגעים, בהם אישה מחוסרת הכרה""@N12chat",2024-02-06 09:30:37+00:00,N12chat,telegram,71,"מבזקן 12📝ירושלים: אישה כבת 30 במצב קשה בעקבות שרפה שפרצה בבניין מגורים בשועפאט. צוות מד""א פינה אותה לבית החולים הדסה עין כרם. פרמדיק של מד""א פאדי דקיק סיפר: ""כשהגענו למקום ראינו להבות ועשן שיוצאים מהבניין, לא היה ניתן להתקרב. כוחות הכיבוי חילצו 4 נפגעים, בהם אישה מחוסרת הכרה""@N12chat"
